0.000000,-0.000006,0.000000,0.000007,0.000014,0.000014,0.000000,0.072000,0.387000,0.761000,0.458000,0.387200,0.540000,-0.046400,0.000000
0.000000,-0.000009,-0.000021,0.000014,-0.000007,0.000014,0.000014,0.060000,0.372000,0.756000,0.500000,0.423200,0.506400,-0.087200,0.000000
-0.000006,-0.000003,-0.000021,0.000021,0.000014,0.000007,0.000000,0.052500,0.364500,0.770000,0.466000,0.420800,0.575200,-0.048000,0.000000
0.000000,-0.000006,-0.000027,-0.000007,0.000007,0.000007,0.000000,0.040500,0.391500,0.749000,0.451000,0.412000,0.538400,-0.021600,0.000000
0.000003,0.000000,-0.000021,-0.000007,0.000000,0.000007,0.000000,0.126000,0.387000,0.742000,0.456000,0.408000,0.539200,-0.032000,0.000000
0.000014,-0.000011,-0.000021,0.000027,0.000021,0.000014,0.000000,0.100500,0.375000,0.720000,0.452000,0.385600,0.524000,-0.082400,0.000000
0.000014,0.000009,-0.000034,0.000021,0.000014,0.000014,0.000000,0.082500,0.352500,0.739000,0.477000,0.400800,0.612800,-0.067200,0.000000
-0.000003,-0.000017,-0.000007,-0.000007,0.000000,0.000014,0.000014,0.064500,0.366000,0.725000,0.475000,0.425600,0.507200,-0.042400,0.000000
0.000014,-0.000003,-0.000021,0.000000,0.000014,0.000007,-0.000007,0.079500,0.382500,0.742000,0.471000,0.388800,0.528000,-0.056800,0.000000
0.000014,-0.000003,0.000000,0.000007,0.000007,0.000007,0.000014,0.051000,0.363000,0.749000,0.493000,0.416000,0.552800,-0.041600,0.000000
0.000003,-0.000006,-0.000027,0.000007,0.000021,0.000021,0.000007,0.093000,0.361500,0.736000,0.451000,0.388000,0.585600,-0.055200,0.000000
0.000003,-0.000009,0.000000,-0.000007,0.000014,0.000014,0.000000,0.088500,0.382500,0.726000,0.487000,0.423200,0.499200,-0.044800,0.000000
0.000020,-0.000003,0.000007,0.000027,0.000014,0.000021,0.000027,0.120000,0.361500,0.745000,0.458000,0.390400,0.533600,-0.064800,0.000000
0.000006,0.000006,-0.000014,-0.000007,0.000027,0.000007,-0.000007,0.088500,0.364500,0.754000,0.457000,0.420000,0.472800,-0.084000,0.000000
0.000000,-0.000003,-0.000027,0.000027,0.000014,0.000014,0.000000,0.090000,0.337500,0.741000,0.477000,0.401600,0.554400,-0.092000,0.000000
0.000011,-0.000011,-0.000007,-0.000007,0.000021,0.000021,0.000000,0.093000,0.363000,0.749000,0.462000,0.411200,0.527200,-0.052800,0.000000
0.000009,0.000009,-0.000034,0.000014,0.000014,-0.000014,0.000007,0.037500,0.385500,0.768000,0.452000,0.420000,0.507200,-0.054400,0.000000
0.000000,0.000000,-0.000027,0.000014,0.000007,0.000000,0.000007,0.049500,0.360000,0.764000,0.457000,0.406400,0.528800,-0.096000,0.000000
-0.000011,0.000006,-0.000007,-0.000014,0.000000,0.000007,0.000000,0.052500,0.385500,0.752000,0.480000,0.397600,0.520800,-0.043200,0.000000
0.000003,-0.000011,-0.000014,-0.000007,0.000021,0.000014,0.000007,0.109500,0.397500,0.751000,0.480000,0.381600,0.502400,-0.051200,0.000000
0.000006,-0.000011,-0.000021,-0.000007,0.000014,0.000007,-0.000014,0.097500,0.333000,0.730000,0.468000,0.416800,0.514400,-0.069600,0.000000
-0.000003,-0.000003,-0.000007,-0.000014,0.000007,0.000014,0.000007,0.096000,0.358500,0.732000,0.473000,0.410400,0.557600,-0.076000,0.000000
0.000011,0.000000,-0.000027,0.000000,0.000007,0.000000,0.000000,0.066000,0.402000,0.742000,0.466000,0.364000,0.541600,-0.072800,0.000000
0.000009,0.000006,0.000000,0.000000,0.000014,0.000007,0.000014,0.075000,0.346500,0.723000,0.466000,0.373600,0.560000,-0.052800,0.000000
-0.000003,-0.000003,-0.000014,0.000014,0.000007,0.000007,-0.000007,0.067500,0.357000,0.739000,0.464000,0.393600,0.535200,-0.064800,0.000000
0.000011,0.000003,0.000007,-0.000007,0.000027,0.000000,-0.000007,0.096000,0.355500,0.741000,0.493000,0.421600,0.500000,-0.075200,0.000000
-0.000011,-0.000006,-0.000014,0.000000,0.000021,0.000000,-0.000014,0.063000,0.361500,0.779000,0.470000,0.408800,0.513600,-0.070400,0.000000
0.000003,0.000011,0.000007,-0.000007,0.000007,-0.000007,0.000000,0.022500,0.354000,0.774000,0.472000,0.416800,0.502400,-0.044800,0.000000
0.000003,0.000006,-0.000007,0.000014,0.000027,0.000007,0.000000,0.121500,0.382500,0.743000,0.474000,0.417600,0.568800,-0.070400,0.000000
0.000011,-0.000006,0.000000,0.000000,0.000000,0.000000,0.000000,0.102000,0.378000,0.773000,0.493000,0.398400,0.540000,-0.055200,0.000000
0.000006,-0.000003,-0.000014,0.000021,0.000014,0.000000,0.000000,0.129000,0.366000,0.735000,0.488000,0.409600,0.543200,-0.056000,0.000000
0.000014,-0.000003,-0.000034,0.000027,0.000014,0.000007,0.000000,0.075000,0.403500,0.761000,0.457000,0.373600,0.516800,-0.055200,0.000000
-0.000006,0.000003,-0.000021,0.000000,0.000007,0.000007,0.000014,0.097500,0.364500,0.775000,0.463000,0.387200,0.494400,-0.029600,0.000000
0.000006,0.000006,-0.000021,0.000000,0.000000,0.000000,0.000014,0.067500,0.333000,0.742000,0.465000,0.432000,0.539200,-0.076000,0.000000
0.000006,0.000000,-0.000007,0.000000,0.000021,0.000021,0.000000,0.048000,0.346500,0.786000,0.464000,0.408800,0.563200,-0.056800,0.000000
0.000006,-0.000009,-0.000007,0.000007,0.000000,0.000014,0.000007,0.048000,0.370500,0.759000,0.476000,0.407200,0.537600,-0.050400,0.000000
-0.000003,0.000003,0.000000,0.000007,0.000027,0.000014,-0.000014,0.085500,0.360000,0.747000,0.472000,0.401600,0.536000,-0.053600,0.000000
0.000006,0.000000,-0.000021,0.000007,0.000021,0.000007,0.000000,0.064500,0.391500,0.755000,0.449000,0.376800,0.550400,-0.076800,0.000000
-0.000003,0.000003,0.000007,0.000021,0.000027,-0.000014,-0.000007,0.055500,0.355500,0.749000,0.491000,0.390400,0.487200,-0.057600,0.000000
0.000003,-0.000006,-0.000014,-0.000021,0.000000,0.000034,0.000007,0.073500,0.358500,0.730000,0.473000,0.404800,0.544000,-0.065600,0.000000
-0.000003,-0.000014,0.000000,0.000007,0.000014,0.000014,-0.000007,0.072000,0.340500,0.778000,0.458000,0.396800,0.536800,-0.089600,0.000000
0.000014,-0.000003,-0.000041,0.000014,0.000014,0.000007,-0.000007,0.142500,0.360000,0.769000,0.452000,0.437600,0.582400,-0.043200,0.000000
0.000017,0.000003,-0.000014,0.000000,0.000027,0.000000,0.000014,0.118500,0.375000,0.741000,0.485000,0.428800,0.544800,-0.083200,0.000000
0.000009,0.000006,-0.000034,0.000021,0.000014,0.000014,0.000007,0.036000,0.345000,0.761000,0.453000,0.420000,0.473600,-0.046400,0.000000
