-0.001250,0.000426,-0.000488,0.001339,0.000865,-0.002486,0.021320,0.229000,-0.170000,0.052000,-0.186400,-0.061600,0.112800,-0.065600,0.000000
-0.001236,0.000433,-0.000467,0.001366,0.000845,-0.002493,0.021355,0.230000,-0.133000,0.007200,-0.165600,-0.087200,0.125600,-0.084000,0.000000
-0.001263,0.000467,-0.000481,0.001332,0.000858,-0.002479,0.021327,0.245000,-0.148000,-0.004800,-0.160800,-0.072800,0.172800,-0.068000,0.000000
-0.001243,0.000439,-0.000508,0.001353,0.000851,-0.002493,0.021341,0.254000,-0.178000,0.026400,-0.107200,-0.043200,0.241600,-0.115200,0.000000
-0.001236,0.000426,-0.000494,0.001346,0.000831,-0.002479,0.021334,0.246000,-0.142000,0.039200,-0.153600,-0.104000,0.105600,-0.072000,0.000000
-0.001236,0.000419,-0.000494,0.001387,0.000872,-0.002472,0.021341,0.211000,-0.126000,0.052000,-0.166400,-0.072000,0.201600,-0.082400,0.000000
-0.001222,0.000439,-0.000474,0.001353,0.000845,-0.002479,0.021334,0.228000,-0.115000,0.014400,-0.180800,-0.065600,0.172800,-0.092800,0.000000
-0.001263,0.000446,-0.000481,0.001366,0.000851,-0.002472,0.021348,0.237000,-0.119000,0.031200,-0.100000,-0.048800,0.190400,-0.084000,0.000000
-0.001250,0.000460,-0.000481,0.001339,0.000851,-0.002479,0.021334,0.253000,-0.182000,0.043200,-0.184000,-0.064800,0.188800,-0.094400,0.000000
-0.001243,0.000419,-0.000501,0.001353,0.000865,-0.002486,0.021341,0.262000,-0.147000,0.024000,-0.182400,-0.080000,0.132000,-0.163200,0.000000
-0.001250,0.000433,-0.000494,0.001353,0.000865,-0.002486,0.021327,0.216000,-0.151000,0.024000,-0.127200,-0.073600,0.095200,-0.076000,0.000000
-0.001263,0.000439,-0.000488,0.001353,0.000872,-0.002493,0.021348,0.248000,-0.146000,0.028800,-0.182400,-0.041600,0.194400,-0.066400,0.000000
-0.001257,0.000426,-0.000494,0.001360,0.000851,-0.002493,0.021341,0.209000,-0.160000,0.070400,-0.163200,-0.064000,0.096800,-0.068800,0.000000
-0.001257,0.000433,-0.000494,0.001353,0.000858,-0.002493,0.021334,0.238000,-0.156000,0.060800,-0.174400,-0.059200,0.214400,-0.064800,0.000000
-0.001229,0.000426,-0.000481,0.001360,0.000851,-0.002499,0.021348,0.237000,-0.157000,0.018400,-0.188800,-0.044000,0.167200,-0.130400,0.000000
-0.001243,0.000433,-0.000488,0.001366,0.000879,-0.002486,0.021355,0.252000,-0.165000,0.053600,-0.173600,-0.089600,0.149600,-0.112000,0.000000
-0.001257,0.000439,-0.000467,0.001353,0.000865,-0.002486,0.021341,0.215000,-0.142000,0.005600,-0.166400,-0.051200,0.153600,-0.128800,0.000000
-0.001250,0.000446,-0.000481,0.001339,0.000865,-0.002493,0.021341,0.246000,-0.144000,0.051200,-0.172000,-0.060000,0.221600,-0.112000,0.000000
-0.001243,0.000419,-0.000467,0.001366,0.000851,-0.002479,0.021362,0.216000,-0.152000,0.049600,-0.138400,-0.097600,0.210400,-0.113600,0.000000
-0.001243,0.000426,-0.000481,0.001373,0.000865,-0.002493,0.021341,0.220000,-0.133000,0.078400,-0.176800,-0.044800,0.199200,-0.031200,0.000000
-0.001250,0.000405,-0.000488,0.001373,0.000865,-0.002472,0.021334,0.239000,-0.127000,0.061600,-0.148000,-0.080800,0.237600,-0.156800,0.000000
-0.001229,0.000426,-0.000508,0.001366,0.000872,-0.002472,0.021334,0.201000,-0.146000,0.064000,-0.152800,-0.056000,0.152000,-0.048000,0.000000
-0.001277,0.000426,-0.000481,0.001360,0.000886,-0.002486,0.021334,0.253000,-0.148000,0.027200,-0.177600,-0.047200,0.236000,-0.088000,0.000000
-0.001215,0.000412,-0.000488,0.001353,0.000865,-0.002486,0.021334,0.244000,-0.140000,0.026400,-0.188000,-0.061600,0.164800,-0.092000,0.000000
-0.001270,0.000426,-0.000488,0.001353,0.000858,-0.002486,0.021327,0.220000,-0.169000,0.049600,-0.139200,-0.038400,0.178400,-0.127200,0.000000
